book_id,goodreads_book_id,best_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url,genres
1388,5346,5346,1022242,101,0385339682,9780385339680,John Grisham,2004.0,The Last Juror,The Last Juror,eng,3.85,63114,66955,1754,606,3118,19000,26907,17324,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"Fiction;Mystery;Thriller;Thriller,Legal Thriller;Mystery,Crime;Suspense;Thriller,Mystery Thriller;Law;Novels;Adult Fiction"
1390,11003,11003,811763,48,0312985347,9780312985350,Janet Evanovich,2005.0,Eleven on Top,"Eleven on Top (Stephanie Plum, #11)",en-US,4.15,84363,88853,1747,274,1975,17144,34202,35258,https://images.gr-assets.com/books/1166394806m/11003.jpg,https://images.gr-assets.com/books/1166394806s/11003.jpg,"Mystery;Fiction;Humor;Womens Fiction,Chick Lit;Romance;Mystery,Crime;Humor,Comedy;Thriller,Mystery Thriller;Contemporary;Adult"
1391,28195,28195,1567967,82,0439554004,9780439554010,"Cornelia Funke, Anthea Bell",2005.0,Tintenblut,"Inkspell (Inkworld, #2)",eng,3.91,82291,90308,3572,1682,5597,21565,32140,29324,https://images.gr-assets.com/books/1395358683m/28195.jpg,https://images.gr-assets.com/books/1395358683s/28195.jpg,"Fantasy;Young Adult;Fiction;Childrens,Middle Grade;Childrens;Adventure;Fantasy,Magic;Writing,Books About Books;Young Adult,Young Adult Fantasy;Audiobook"
1392,599,599,929649,16,0743236017,9780743236010,Chuck Klosterman,2003.0,"Sex, Drugs, and Cocoa Puffs: A Low Culture Manifesto","Sex, Drugs, and Cocoa Puffs: A Low Culture Manifesto",en-US,3.75,56548,57867,3344,1756,4741,14755,21605,15010,https://images.gr-assets.com/books/1380742001m/599.jpg,https://images.gr-assets.com/books/1380742001s/599.jpg,"Nonfiction;Writing,Essays;Humor;Culture,Pop Culture;Music;Cultural;Autobiography,Memoir;Sociology;Humor,Comedy;Contemporary"
1393,30933,30933,2952196,157,0316926345,9780316926350,Evelyn Waugh,1945.0,Brideshead Revisited: The Sacred and Profane Memories of Captain Charles Ryder,Brideshead Revisited: The Sacred and Profane Memories of Captain Charles Ryder,eng,3.99,69087,76246,3430,1543,4150,15441,27191,27921,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"Classics;Fiction;Historical,Historical Fiction;Literature;European Literature,British Literature;Novels;LGBT;Literature,20th Century;Literary Fiction;Historical"
1407,5356,5356,3137817,111,0385339658,9780385339650,John Grisham,2003.0,The King of Torts,The King of Torts,eng,3.67,61835,65334,1711,1244,5632,21215,22824,14419,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"Fiction;Thriller;Mystery;Thriller,Legal Thriller;Suspense;Mystery,Crime;Thriller,Mystery Thriller;Law;Novels;Adult"
1411,15622,15622,3159084,103,006083756X,9780060837560,Richard Wright,1940.0,Native Son ,Native Son,eng,3.96,66194,70034,2918,1828,3920,14032,25876,24378,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"Fiction;Classics;Historical,Historical Fiction;Cultural,African American;Race;Literature;Novels;Literature,Banned Books;Academic,School;Literature,American"
1414,3464,3464,1625592,94,044669651X,9780446696520,Nicholas Sparks,2003.0,True Believer,"True Believer (Jeremy Marsh & Lexie Darnell, #1)",en-US,3.8,62840,67625,2583,1397,5007,19130,22451,19640,https://images.gr-assets.com/books/1385739017m/3464.jpg,https://images.gr-assets.com/books/1385739017s/3464.jpg,"Romance;Fiction;Womens Fiction,Chick Lit;Contemporary;Adult;Adult Fiction;Romance,Contemporary Romance;Mystery;Love;Audiobook"
1432,30474,30474,2205479,983,0140447571,9780140447580,"Karl Marx, Friedrich Engels, Gareth Stedman Jones",1848.0,Manifest der Kommunistischen Partei,The Communist Manifesto,eng,3.51,56464,70077,2910,3561,8413,22295,20537,15271,https://images.gr-assets.com/books/1420003664m/30474.jpg,https://images.gr-assets.com/books/1420003664s/30474.jpg,"Philosophy;Nonfiction;Politics;Classics;History;Economics;Sociology;Philosophy,Theory;Politics,Political Science;European Literature,German Literature"
1434,38296,38296,2064030,1056,0553213296,9780553213290,James Fenimore Cooper,1826.0,The Last of the Mohicans: A Narrative of 1757,The Last of the Mohicans (The Leatherstocking Tales #2),eng,3.69,67632,73912,2021,3038,6975,19690,24157,20052,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"Classics;Fiction;Historical,Historical Fiction;Adventure;Literature;Historical;Literature,American;Novels;Classics,Classic Literature;War"
1436,9417,9417,2992356,89,044024191X,9780440241910,Sophie Kinsella,2004.0,Shopaholic and Sister,"Shopaholic and Sister (Shopaholic, #4)",eng,3.64,69007,73740,2064,1277,6964,25200,23997,16302,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"Womens Fiction,Chick Lit;Fiction;Romance;Contemporary;Humor;Adult;Humor,Comedy;Adult Fiction;Romance,Contemporary Romance;European Literature,British Literature"
1441,5084,5084,1602216,38,01400043468,9781400043460,"Julia Child, Alex Prud'Homme",2006.0,My Life in France,My Life in France,eng,4.16,63100,67577,6515,706,1872,10703,26938,27358,https://images.gr-assets.com/books/1395564378m/5084.jpg,https://images.gr-assets.com/books/1395564378s/5084.jpg,"Nonfiction;Autobiography,Memoir;Food and Drink,Food;Biography;Cultural,France;Travel;Food and Drink,Cooking;Biography,Autobiography;Food and Drink,Cookbooks;Biography Memoir"
1444,38501,38501,958661,85,006117758X,9780061177580,Charles Bukowski,1982.0,Ham on Rye,Ham on Rye,,4.16,54140,61743,2425,641,1897,9576,24523,25106,https://images.gr-assets.com/books/1388195001m/38501.jpg,https://images.gr-assets.com/books/1388195001s/38501.jpg,"Fiction;Classics;Novels;Literature;Literature,American;Young Adult,Coming Of Age;Contemporary;Poetry;The United States Of America;Literature,20th Century"
1449,28,28,940892,63,0380727501,9780380727510,Bill Bryson,1995.0,Notes from a Small Island,Notes from a Small Island,eng,3.91,66947,72421,3323,1073,3717,17241,29024,21366,https://images.gr-assets.com/books/1479653223m/28.jpg,https://images.gr-assets.com/books/1479653223s/28.jpg,"Travel;Nonfiction;Humor;Autobiography,Memoir;European Literature,British Literature;Biography;Audiobook;Humor,Comedy;History;Travel,Travelogue"
1454,7714,7714,184399,416,0486282228,9780486282220,George Bernard Shaw,1912.0,Pygmalion,Pygmalion,en-US,3.9,70079,75603,1664,895,4044,19262,29217,22185,https://images.gr-assets.com/books/1453757285m/7714.jpg,https://images.gr-assets.com/books/1453757285s/7714.jpg,"Classics;Plays;Fiction;Drama;Plays,Theatre;Academic,School;Literature;Romance;European Literature,British Literature;Humor"
1458,3388,3388,2771048,105,067976397X,9780679763970,Louis de Bernières,1994.0,Captain Corelli's Mandolin,Corelli's Mandolin,eng,3.95,57583,65596,2279,1734,4029,13185,23679,22969,https://images.gr-assets.com/books/1479680795m/3388.jpg,https://images.gr-assets.com/books/1479680795s/3388.jpg,"Fiction;Historical,Historical Fiction;Romance;Classics;War;Cultural,Greece;Historical;War,World War II;Novels;Literature"
1459,15924,15924,1498113,80,0446698466,9780446698470,Nicholas Sparks,2004.0,At First Sight,"At First Sight (Jeremy Marsh & Lexie Darnell, #2)",en-US,3.81,62219,66617,3240,1492,5098,17959,22090,19978,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"Romance;Fiction;Womens Fiction,Chick Lit;Contemporary;Adult;Adult Fiction;Audiobook;Romance,Contemporary Romance;Love;Drama"
1460,24,24,2611786,76,0767903862,9780767903870,Bill Bryson,2000.0,Down Under,In a Sunburned Country,eng,4.05,58688,66668,4455,607,2214,12998,28184,22665,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"Travel;Nonfiction;Humor;Cultural,Australia;Autobiography,Memoir;Audiobook;History;Adventure;Biography;Travel,Travelogue"
1477,31242,31242,2960365,635,0143037617,9780143037610,"Charles Dickens, Nicola Bradbury, Hablot Knight Browne",1853.0,Bleak House,Bleak House,eng,4.0,67433,75694,3125,1999,4506,14750,25011,29428,https://images.gr-assets.com/books/1280113147m/31242.jpg,https://images.gr-assets.com/books/1280113147s/31242.jpg,"Classics;Fiction;Literature;Literature,19th Century;Historical,Victorian;Historical,Historical Fiction;European Literature,British Literature;Novels;Classics,Classic Literature;Mystery"
1479,29396,29396,3098584,35,044101268X,9780441012690,Jim Butcher,2004.0,Furies of Calderon ,"Furies of Calderon (Codex Alera, #1)",eng,4.12,70269,74537,3132,1209,2914,12182,27550,30682,https://images.gr-assets.com/books/1329104514m/29396.jpg,https://images.gr-assets.com/books/1329104514s/29396.jpg,"Fantasy;Fiction;Fantasy,Epic Fantasy;Fantasy,High Fantasy;Fantasy,Magic;Science Fiction Fantasy;Adventure;Audiobook;Young Adult;Adult"
1480,13831,13831,1936544,14,0689878559,9780689878560,Tamora Pierce,1983.0,Alanna: The First Adventure,"Alanna: The First Adventure (Song of the Lioness, #1)",en-US,4.27,85699,91488,3810,1053,2308,13154,29563,45410,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"Fantasy;Young Adult;Fiction;Fantasy,Magic;Adventure;Young Adult,Young Adult Fantasy;Childrens,Middle Grade;Fantasy,High Fantasy;Childrens;Young Adult,Teen"
1485,21704,21704,434,93,0446698873,9780446698870,James Ellroy,1987.0,The Black Dahlia,"The Black Dahlia (L.A. Quartet, #1)",en-US,3.75,61412,65404,1944,1999,4999,17641,23340,17425,https://images.gr-assets.com/books/1387048173m/21704.jpg,https://images.gr-assets.com/books/1387048173s/21704.jpg,"Mystery;Fiction;Mystery,Crime;Mystery,Noir;Historical,Historical Fiction;Crime,True Crime;Thriller;Thriller,Mystery Thriller;Mystery,Detective;Historical"
1487,1848,1848,2969000,139,0743246985,9780743246990,Jung Chang,1991.0,Wild Swans: Three Daughters of China,Wild Swans: Three Daughters of China,en-US,4.23,60193,67548,4426,921,1940,9406,23802,31479,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"Nonfiction;History;Cultural,China;Biography;Autobiography,Memoir;Cultural,Asia;Historical;Biography Memoir;Biography,Autobiography;Literature,Asian Literature"
1500,11298,11298,2057170,146,037571894X,9780375718950,"Haruki Murakami, Alfred Birnbaum",1982.0,羊をめぐる冒険 [Hitsujiwomegurubōken],"A Wild Sheep Chase (The Rat, #3)",eng,3.94,55262,63449,3161,561,2882,14590,27275,18141,https://images.gr-assets.com/books/1327908774m/11298.jpg,https://images.gr-assets.com/books/1327908774s/11298.jpg,"Fiction;Cultural,Japan;Asian Literature,Japanese Literature;Magical Realism;Fantasy;Novels;Contemporary;Literature;Mystery;Cultural,Asia"
1506,1427,1427,3341790,154,060832819,9780060832810,"Paulo Coelho, Margaret Jull Costa",2005.0,O Zahir,The Zahir,eng,3.56,50921,56047,2731,2677,6561,16568,16990,13251,https://images.gr-assets.com/books/1493044059m/1427.jpg,https://images.gr-assets.com/books/1493044059s/1427.jpg,Fiction;Novels;Philosophy;Contemporary;Romance;Spirituality;Literature;Inspirational;Adult;Roman
1514,17780,17780,1640941,86,0141001828,9780141001820,Nathaniel Philbrick,1999.0,In the Heart of the Sea: The Tragedy of the Whaleship Essex,In the Heart of the Sea: The Tragedy of the Whaleship Essex,en-US,4.16,57259,61145,4593,743,1672,9369,24755,24606,https://images.gr-assets.com/books/1335902168m/17780.jpg,https://images.gr-assets.com/books/1335902168s/17780.jpg,"History;Nonfiction;Adventure;Historical;Adventure,Survival;North American Hi...,American History;Audiobook;Biography;Travel;Adventure,Maritime"
1518,17125,17125,838042,264,0374529523,9780374529530,"Aleksandr Solzhenitsyn, H.T. Willetts",1962.0,Один день Ивана Денисовича,One Day in the Life of Ivan Denisovich,eng,3.94,61678,72038,2915,1147,3666,16109,28201,22915,https://images.gr-assets.com/books/1427731744m/17125.jpg,https://images.gr-assets.com/books/1427731744s/17125.jpg,"Fiction;Classics;Cultural,Russia;Historical,Historical Fiction;Literature,Russian Literature;Literature;Novels;Historical;Literature,20th Century;Academic,School"
1519,827,827,2181158,58,0553380966,9780553380960,Neal Stephenson,1995.0,The Diamond Age,"The Diamond Age: or, A Young Lady's Illustrated Primer",eng,4.19,61836,66621,2821,602,2255,10287,24102,29375,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"Science Fiction;Fiction;Science Fiction,Cyberpunk;Science Fiction,Steampunk;Fantasy;Science Fiction Fantasy;Speculative Fiction;Science Fiction,Dystopia;Novels;Hugo Awards"
1535,33676,33676,940067,73,0316155608,9780316155600,James Patterson,2006.0,Saving The World and Other Extreme Sports,"Saving the World and Other Extreme Sports (Maximum Ride, #3)",en-US,4.16,75436,80114,2529,1081,3410,14312,24389,36922,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"Young Adult;Fantasy;Science Fiction;Fiction;Adventure;Fantasy,Paranormal;Romance;Action;Young Adult,Teen;Childrens"
1537,16180,16180,816515,76,0743272501,9780743272510,Philippa Gregory,2006.0,The Boleyn Inheritance,"The Boleyn Inheritance (The Plantagenet and Tudor Novels, #10)",eng,3.84,62135,71070,3967,506,3336,20312,29721,17195,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"Historical,Historical Fiction;Fiction;Historical;Romance;English History,Tudor Period;European Literature,British Literature;Adult;Romance,Historical Romance;Adult Fiction;Womens Fiction,Chick Lit"
1544,6192,6192,1882981,126,0143036378,9780143036370,J.M. Coetzee,1999.0,Disgrace,Disgrace,eng,3.83,50422,62387,4573,1369,4284,14721,25122,16891,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"Fiction;Cultural,Africa;Southern Africa,South Africa;Literature;Novels;Classics;Contemporary;Literary Fiction;Nobel Prize;Literature,20th Century"
1547,6976,6976,1408375,48,0143036696,9780143036690,Sue Monk Kidd,2004.0,The Mermaid Chair,The Mermaid Chair,eng,3.1,62760,65696,5910,4807,13288,24684,16305,6612,https://images.gr-assets.com/books/1388259308m/6976.jpg,https://images.gr-assets.com/books/1388259308s/6976.jpg,"Fiction;Romance;Womens Fiction,Chick Lit;Contemporary;Adult Fiction;Adult;Novels;Book Club;Womens;Relationships"
1553,30274,30274,1736002,51,0425201392,9780425201400,Laurell K. Hamilton,1995.0,"Circus of the Damned (Anita Blake, Vampire Hunter, #3)","Circus of the Damned (Anita Blake, Vampire Hunter, #3)",en-US,4.16,73883,80454,1373,780,2522,14606,27469,35077,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"Fantasy,Urban Fantasy;Paranormal,Vampires;Fantasy;Fantasy,Paranormal;Romance;Horror;Romance,Paranormal Romance;Fiction;Fantasy,Supernatural;Mystery"
1555,29981,29981,68894,680,0553214322,9780553214320,H.G. Wells,1896.0,The Island of Dr. Moreau,The Island of Dr. Moreau,eng,3.72,60346,70563,2767,897,5007,22375,27122,15162,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"Classics;Science Fiction;Fiction;Horror;Fantasy;Literature;Audiobook;Literature,19th Century;Novels;Science Fiction Fantasy"
1567,5205,5205,3046634,30,0385720106,9780385720110,"Jane Hamilton, Frank  Muller, C.J. Critt",1992.0,A Map of the World,A Map of the World,en-GB,3.78,61347,62109,1394,1350,4011,17161,23967,15620,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,Fiction;Contemporary;Literary Fiction;Adult Fiction;Novels;Literature;Drama;Adult;Book Club;Family
1571,7437,7437,4055,139,0802140181,9780802140180,"William S. Burroughs, James Grauerholz, Barry  Miles",1959.0,The Naked Lunch,Naked Lunch,en-US,3.46,55473,61769,2759,4627,7799,17322,18615,13406,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"Fiction;Classics;Literature;Novels;Literature,American;Literature,Banned Books;Contemporary;Literature,20th Century;Science Fiction;Unfinished"
1573,5360,5360,1125216,95,0385337930,9780385337940,John Grisham,2001.0,A Painted House,A Painted House,eng,3.67,59974,64092,3334,2048,6355,18253,21725,15711,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"Fiction;Mystery;Historical,Historical Fiction;Thriller;Suspense;Novels;Historical;Adult Fiction;Drama;Young Adult,Coming Of Age"
1578,32439,32439,442737,82,0553582917,9780553582920,Dean Koontz,1987.0,Intensity,Intensity,eng,4.04,58062,61292,2323,991,2621,12745,21582,23353,https://images.gr-assets.com/books/1308458213m/32439.jpg,https://images.gr-assets.com/books/1308458213s/32439.jpg,"Horror;Thriller;Fiction;Suspense;Mystery;Thriller,Mystery Thriller;Mystery,Crime;Adult;Audiobook;Novels"
1581,12658,12658,1056841,47,0375760377,9780375760370,James A. Michener,1959.0,Hawaii,Hawaii,en-GB,4.18,59963,61648,1287,561,1806,10458,21787,27036,https://images.gr-assets.com/books/1415585664m/12658.jpg,https://images.gr-assets.com/books/1415585664s/12658.jpg,"Historical,Historical Fiction;Fiction;Historical;Classics;Travel;Novels;Epic;North American Hi...,American History;Literature;Literature,American"
1583,25373,25373,929639,34,0375835318,9780375835320,"Rachel Cohn, David Levithan",2006.0,Nick & Norah's Infinite Playlist,Nick & Norah's Infinite Playlist,en-US,3.73,60372,71514,4348,2378,6204,19509,23714,19709,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"Young Adult;Romance;Contemporary;Fiction;Music;Realistic Fiction;Young Adult,Teen;Young Adult,Young Adult Contemporary;Audiobook;Womens Fiction,Chick Lit"
1584,18545,18545,73811,43,0802132758,9780802132760,"Tom Stoppard, Henry Popkin",1966.0,Rosencrantz and Guildenstern are Dead,Rosencrantz and Guildenstern Are Dead,eng,4.06,67077,69783,1541,1394,3749,12598,23414,28628,https://images.gr-assets.com/books/1338735611m/18545.jpg,https://images.gr-assets.com/books/1338735611s/18545.jpg,"Plays;Fiction;Drama;Classics;Plays,Theatre;Humor;Academic,School;Literature;Young Adult,High School;Academic,Read For School"
1593,13812,13812,15983,58,0553564943,9780553564940,Raymond E. Feist,1982.0,Magician,"Magician: Apprentice (The Riftwar Saga, #1)",en-US,4.17,62432,64948,1231,806,2358,10465,22606,28713,https://images.gr-assets.com/books/1408317983m/13812.jpg,https://images.gr-assets.com/books/1408317983s/13812.jpg,"Fantasy;Fiction;Fantasy,Epic Fantasy;Fantasy,High Fantasy;Fantasy,Magic;Science Fiction Fantasy;Adventure;Young Adult;Science Fiction;Epic"
1597,122,122,649656,82,034541005X,9780345410050,Bryce Courtenay,1989.0,The Power of One,"The Power of One (The Power of One, #1)",eng,4.34,57312,60575,4581,698,1628,6814,18645,32790,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"Fiction;Historical,Historical Fiction;Cultural,Africa;Classics;Southern Africa,South Africa;Young Adult,Coming Of Age;Historical;Young Adult;Novels;Literature"
1598,29999,29999,980184,207,0752865331,9780752865330,Dashiell Hammett,1930.0,The Maltese Falcon,The Maltese Falcon,eng,3.92,58742,67348,3576,1107,3626,15765,25802,21048,https://images.gr-assets.com/books/1306421260m/29999.jpg,https://images.gr-assets.com/books/1306421260s/29999.jpg,"Mystery;Fiction;Classics;Mystery,Crime;Mystery,Noir;Mystery,Detective;Thriller,Mystery Thriller;Thriller;Audiobook;Novels"
1601,26329,26329,587647,146,055380491X,9780553804910,Daniel Goleman,1995.0,Emotional Intelligence,Emotional Intelligence: Why It Can Matter More Than IQ,eng,3.98,47661,53141,1546,972,2454,11475,19883,18357,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"Psychology;Nonfiction;Self Help;Business;Self Help,Personal Development;Science;Leadership;Education;Business,Management;Audiobook"
1605,6440,6440,1039021,880,0140436588,9780140436590,Walter Scott,1819.0,Ivanhoe,Ivanhoe,eng,3.75,65828,71368,1780,1770,5665,20339,24748,18846,https://images.gr-assets.com/books/1405336818m/6440.jpg,https://images.gr-assets.com/books/1405336818s/6440.jpg,"Classics;Fiction;Historical,Historical Fiction;Adventure;Literature;Historical;Romance;Classics,Classic Literature;Historical,Medieval;Literature,19th Century"
1607,32506,32506,32671,115,0446690457,9780446690450,Michael Connelly,1996.0,The Poet,"The Poet (Jack McEvoy, #1; Harry Bosch Universe, #5)",eng,4.19,56191,60785,1912,463,1421,9481,24104,25316,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"Mystery;Fiction;Mystery,Crime;Thriller;Thriller,Mystery Thriller;Suspense;Mystery,Detective;Audiobook;Mystery,Murder Mystery;Emergency Services,Police"
1620,14817,14817,1527439,97,057507681X,9780575076820,Philip K. Dick,1977.0,A Scanner Darkly ,A Scanner Darkly,eng,4.04,54014,61544,2181,767,2537,12216,24238,21786,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"Science Fiction;Fiction;Science Fiction,Dystopia;Science Fiction Fantasy;Classics;Novels;Science Fiction,Cyberpunk;Fantasy;Speculative Fiction;Literature,American"
1625,1846,1846,5967,75,0785268839,9780785268830,John Eldredge,2001.0,,Wild at Heart: Discovering the Secret of a Man's Soul,eng,3.93,50215,52613,1581,2397,3616,9966,16037,20597,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"Christian;Nonfiction;Religion,Christianity;Christian,Christian Living;Religion;Religion,Faith;Spirituality;Self Help;Religion,Theology;Relationships"
1627,3507,3507,3095104,49,0312349486,9780312349490,Janet Evanovich,2006.0,Twelve Sharp,"Twelve Sharp (Stephanie Plum, #12)",eng,4.14,74747,79373,1971,245,1783,15590,31095,30660,https://images.gr-assets.com/books/1316727699m/3507.jpg,https://images.gr-assets.com/books/1316727699s/3507.jpg,"Mystery;Fiction;Humor;Womens Fiction,Chick Lit;Romance;Mystery,Crime;Humor,Comedy;Thriller,Mystery Thriller;Contemporary;Adult"
1629,13662,13662,1322146,118,0689845367,9780689845370,Ursula K. Le Guin,1970.0,The Tombs of Atuan,"The Tombs of Atuan (Earthsea Cycle, #2)",eng,4.07,61457,66964,1730,660,2374,13303,25693,24934,https://images.gr-assets.com/books/1417900879m/13662.jpg,https://images.gr-assets.com/books/1417900879s/13662.jpg,"Fantasy;Fiction;Young Adult;Classics;Science Fiction Fantasy;Fantasy,High Fantasy;Fantasy,Magic;Science Fiction;Adventure;Childrens"
1645,22285,22285,2902758,61,0385517874,9780385517870,Chuck Palahniuk,2007.0,Rant: An Oral Biography of Buster Casey,Rant,en-US,3.82,49255,52780,2720,1508,4622,12588,17321,16741,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"Fiction;Science Fiction;Horror;Contemporary;Novels;Science Fiction,Time Travel;Humor;Literature,American;Adult Fiction;Literature"
1646,9534,9534,2528139,44,0812565959,9780812565960,Orson Scott Card,2000.0,Shadow of the Hegemon,"Shadow of the Hegemon (Ender's Shadow, #2)",en-US,3.93,58991,62261,1402,521,2740,15150,26062,17788,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,Science Fiction;Fiction;Science Fiction Fantasy;Fantasy;Young Adult;Audiobook;Adventure;Novels;Space;War
1649,5196,5196,2485770,73,0440235596,9780440235590,Maeve Binchy,1998.0,Tara Road,Tara Road,eng,3.88,60154,63312,1755,775,3273,16628,24613,18023,https://images.gr-assets.com/books/1403194637m/5196.jpg,https://images.gr-assets.com/books/1403194637s/5196.jpg,"Fiction;Womens Fiction,Chick Lit;Romance;Cultural,Ireland;Contemporary;European Literature,Irish Literature;Adult Fiction;Novels;Adult;Drama"
1655,17204,17204,2209036,58,0399154094,9780399154100,Kate Jacobs,2006.0,The Friday Night Knitting Club,"The Friday Night Knitting Club (Friday Night Knitting Club, #1)",eng,3.41,60812,65065,8046,2739,8547,23141,20621,10017,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"Fiction;Womens Fiction,Chick Lit;Crafts,Knitting;Audiobook;Contemporary;Romance;Adult;Adult Fiction;Book Club;Novels"
